Time,"Apparent_viscosity","Gas_Density","Gas_Mobility","Gas_Pressure","Gas_Saturation","Gas_Saturation_mean","Gas_Viscosity","Permeability","Porosity","Pressure","Total_Mobility","Velocity:0","Velocity:1","Velocity:2","Water_Mobility","Water_Pressure","Water_Saturation","Water_Saturation_mean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
50,1.47e-13,1,0,0.13965,-1.2611e-11,-1.2611e-11,2.94e-14,-13,0.25,0.13965,6.8027e+12,1,-6.5899e-14,0,6.8027e+12,0.13965,1,1,1,0.91,0.91,0,0
50,1.47e-13,1,0,0.12495,-2.1889e-11,-2.1889e-11,2.94e-14,-13,0.25,0.12495,6.8027e+12,1,-9.1105e-14,0,6.8027e+12,0.12495,1,1,1,0.92,0.92,0,0
50,1.47e-13,1,0,0.11025,-2.2988e-11,-2.2988e-11,2.94e-14,-13,0.25,0.11025,6.8027e+12,1,1.6475e-14,0,6.8027e+12,0.11025,1,1,1,0.93,0.93,0,0
50,1.47e-13,1,0,0.09555,-2.1848e-11,-2.1848e-11,2.94e-14,-13,0.25,0.09555,6.8027e+12,1,-1.2109e-14,0,6.8027e+12,0.09555,1,1,1,0.94,0.94,0,0
50,1.47e-13,1,0,0.08085,-1.1817e-11,-1.1817e-11,2.94e-14,-13,0.25,0.08085,6.8027e+12,1,4.6047e-14,0,6.8027e+12,0.08085,1,1,1,0.95,0.95,0,0
50,1.47e-13,1,0,0.06615,-9.7977e-12,-9.7975e-12,2.94e-14,-13,0.25,0.06615,6.8027e+12,1,4.9424e-14,0,6.8027e+12,0.06615,1,1,1,0.96,0.96,0,0
50,1.47e-13,1,0,0.05145,-4.0266e-12,-4.0263e-12,2.94e-14,-13,0.25,0.05145,6.8027e+12,1,-2.4218e-14,0,6.8027e+12,0.05145,1,1,1,0.97,0.97,0,0
50,1.47e-13,1,0,0.03675,-6.2772e-13,-6.2794e-13,2.94e-14,-13,0.25,0.03675,6.8027e+12,1,-1.6475e-14,0,6.8027e+12,0.03675,1,1,1,0.98,0.98,0,0
50,1.47e-13,1,0,0.02205,-2.079e-12,-2.0788e-12,2.94e-14,-13,0.25,0.02205,6.8027e+12,1,8.4844e-15,0,6.8027e+12,0.02205,1,1,1,0.99,0.99,0,0
50,1.47e-13,1,0,0.00735,-1.7739e-12,-1.7737e-12,2.94e-14,-13,0.25,0.00735,6.8027e+12,1,-2.4712e-16,0,6.8027e+12,0.00735,1,1,1,1,1,0,0
